mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Dynamic	3/4	1	1	0					p								
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0							Grave.						
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	0									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1		ornamentTurn							
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2									
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	3									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	4									
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	5									
2	2	3	3	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	6									
2	2	3	3	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	7									
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	8									
2	2	4	4	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	9									
2	2	23/4	23/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	10									
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	11									
2	2	4	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	12									
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	13									0
3	3	7	7	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	14									
3	3	31/4	31/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	15									
3	3	8	8	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	1	16									
3	3	8	8	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	17									
3	3	33/4	33/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	18									
3	3	35/4	35/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	19									
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	20									
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	21									
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	22									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	23									
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	24									1
4	4	10	10	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	25									
4	4	43/4	43/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	26									
4	4	11	11	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	27									2
4	4	47/4	47/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	28									2
4	4	95/8	95/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	29									
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	30									
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	31									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	32									
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	33									
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	3	1/8		1/8	1	34									
5	5	12	12	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	35									3
5	5	49/4	49/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	36									
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	37									
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	38									
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	39									
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	40									
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	41									
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	42									
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	43									
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	44									
6	6	15	15	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	45		ornamentShortTrill							
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	46									
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	47									
6	6	15	15	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	48									
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	49									
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	50									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	51									
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	52									
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	53									
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	54									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	55									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	56									
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	57									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	58									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	59									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	60									
8	8	21	21	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	61									
8	8	21	21	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	62									
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	63									
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	64									
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	65									
8	8	21	21	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	66									
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	67									
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	68									
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	69									
9	9	24	24	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	70									4
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	71									
9	9	25	25	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	72									5
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	73									
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	74									6
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	75									
